okrug,raion,price,living_complex,title,rooms,metro_time,info_total_area,info_living_area,info_kitchen_area,info_floor,info_total_floors,info_year_built,rent_price_per_month,rent_jkh,rent_deposit,rent_commissions,rent_prepayment,rent_term,rent_living_conditions
ЗАО,р-н Очаково-Матвеевское,86000,ЖК «Мичуринский парк»,"Сдается 2-комн. квартира, 36,2 м²",2,4.0,36.2,24.0,8.0,9,33,2023.0,86000,включена (счётчики включены),86 000 ₽,нет,1 месяц,от года,можно с детьми
ЮВАО,р-н Марьино,85000,,"Сдается 3-комн. квартира, 74,5 м²",3,4.0,74.5,46.5,10.5,16,17,,85000,включена (без счётчиков),85 000 ₽,нет,1 месяц,от года,можно с детьми
ЮВАО,р-н Люблино,48000,,"Сдается 1-комн. квартира, 36 м²",1,19.0,36.0,20.0,8.0,14,16,1982.0,48000,включена (без счётчиков),48 000 ₽,нет,1 месяц,от года,можно с детьми
ЮВАО,р-н Нижегородский,62000,ЖК «Перовское 2»,"Сдается студия, 19,7 м²",студия,12.0,19.7,9.7,5.1,24,33,2024.0,62000,включена (без счётчиков),50 000 ₽,нет,1 месяц,от года,
ЦАО,р-н Пресненский,270000,,"Сдается 3-комн. квартира, 80 м²",3,7.0,80.0,,,4,10,1956.0,270000,включена (без счётчиков),270 000 ₽,нет,1 месяц,от года,можно с детьми и животными
НАО (Новомосковский),Сосенское поселение,65000,ЖК «Бунинские луга»,"Сдается 1-комн. квартира, 40 м²",1,7.0,40.0,,,8,9,2021.0,65000,включена (без счётчиков),65 000 ₽,нет,1 месяц,от года,можно с детьми
ЮАО,р-н Царицыно,85000,ЖК «Кавказский бульвар 51»,"Сдается 3-комн. квартира, 50,8 м²",3,4.0,50.8,,6.0,29,33,2023.0,85000,включена (без счётчиков),85 000 ₽,нет,1 месяц,несколько месяцев,можно с детьми
ЦАО,р-н Арбат,140000,,"Сдается 2-комн. квартира, 63 м²",2,9.0,63.0,47.0,11.0,1,4,,140000,включена (без счётчиков),140 000 ₽,нет,1 месяц,от года,
НАО (Новомосковский),ул. Усадебный Парк,48000,ЖК «Середневский лес»,"Сдается 1-комн. квартира, 33 м²",1,14.0,33.0,11.0,17.0,3,9,2023.0,48000,включена (без счётчиков),48 000 ₽,нет,1 месяц,от года,
САО,р-н Западное Дегунино,110000,ЖК «Тринити»,"Сдается 2-комн. квартира, 54 м²",2,8.0,54.0,29.0,12.0,14,23,2021.0,110000,включена (счётчики включены),100 000 ₽,нет,1 месяц,от года,можно с животными
САО,р-н Головинский,105000,ЖК «ЛЕНИНГРАDКА 58 (ЛЕНИНГРАДКА 58)»,"Сдается студия, 37 м²",студия,4.0,37.0,19.3,,3,14,2022.0,105000,включена (счётчики включены),105 000 ₽,нет,1 месяц,от года,
ЮАО,р-н Даниловский,310000,ЖК «Павелецкая Сити»,"Сдается 3-комн. квартира, 93 м²",3,20.0,93.0,,,15,48,2023.0,310000,включена (без счётчиков),310 000 ₽,нет,1 месяц,от года,можно с детьми
НАО (Новомосковский),ул. Сальвадора Дали,47000,ЖК «Испанские кварталы»,"Сдается студия, 22,5 м²",студия,6.0,22.5,16.0,3.5,3,17,2022.0,47000,включена (без счётчиков),нет,нет,1 месяц,от года,можно с детьми
ЮАО,р-н Чертаново Южное,70000,ЖК «Варшавское шоссе 141»,"Сдается 1-комн. квартира, 46 м²",1,10.0,46.0,25.0,11.0,8,26,2016.0,70000,включена (без счётчиков),70 000 ₽,нет,1 месяц,от года,
НАО (Новомосковский),ул. Харлампиева,49000,ЖК «Спортивный квартал»,"Сдается 2-комн. квартира, 54 м²",2,13.0,54.0,32.0,19.0,12,14,2019.0,49000,включена (без счётчиков),55 ₽,нет,1 месяц,несколько месяцев,можно с детьми
ВАО,р-н Северное Измайлово,65000,,"Сдается 1-комн. квартира, 35 м²",1,6.0,35.0,20.0,8.0,3,12,,65000,включена (без счётчиков),65 000 ₽,нет,1 месяц,от года,
СЗАО,р-н Покровское-Стрешнево,85000,,"Сдается 3-комн. квартира, 74 м²",3,4.0,74.0,45.3,9.2,8,9,1981.0,85000,включена (без счётчиков),85 000 ₽,нет,1 месяц,от года,можно с детьми
ЮВАО,р-н Нижегородский,59000,ЖК «Новохохловская 15»,"Сдается студия, 23,5 м²",студия,12.0,23.5,,,17,33,2023.0,59000,включена (счётчики включены),62 000 ₽,нет,1 месяц,от года,
НАО (Новомосковский),Московский,45000,,"Сдается 1-комн. квартира, 37 м²",1,8.0,37.0,18.0,7.0,10,17,,45000,включена (без счётчиков),45 000 ₽,нет,1 месяц,от года,можно с животными
НАО (Новомосковский),Родниковая ул.,65000,ЖК «Румянцево-Парк»,"Сдается 1-комн. квартира, 34,5 м²",1,5.0,34.5,20.0,12.0,6,22,2021.0,65000,включена (без счётчиков),65 000 ₽,нет,1 месяц,от года,можно с детьми
ЮАО,р-н Нагатинский затон,70000,,"Сдается 1-комн. квартира, 35,7 м²",1,8.0,35.7,19.9,9.9,1,15,,70000,включена (без счётчиков),70 000 ₽,нет,1 месяц,от года,можно с детьми
СЗАО,р-н Хорошево-Мневники,85000,ЖК «Wellton Towers (Веллтон Тауэрс)»,"Сдается 1-комн. квартира, 33 м²",1,10.0,33.0,,,18,57,2022.0,85000,включена (без счётчиков),90 000 ₽,нет,1 месяц,от года,
СВАО,р-н Останкинский,27000,ЖК «Апарт-комплекс Легендарный квартал»,"Сдается апартаменты-студия, 24 м²",студия,4.0,24.0,,,5,18,,27000,включена (счётчики включены),нет,нет,2 месяца,несколько месяцев,
НАО (Новомосковский),Десеновское поселение,60000,,"Сдается 1-комн. квартира, 35 м²",1,18.0,35.0,,12.6,2,15,2023.0,60000,включена (счётчики включены),60 000 ₽,нет,1 месяц,от года,можно с детьми
САО,р-н Восточное Дегунино,45000,,"Сдается 1-комн. квартира, 36,2 м²",1,4.0,36.2,20.8,6.0,8,9,,45000,включена (без счётчиков),45 000 ₽,нет,1 месяц,несколько месяцев,
СВАО,р-н Бибирево,65000,,"Сдается 2-комн. квартира, 53,6 м²",2,6.0,53.6,32.0,8.9,3,16,1979.0,65000,включена (счётчики включены),65 000 ₽,нет,1 месяц,от года,можно с детьми и животными
НАО (Новомосковский),Кокошкино поселение,53000,,"Сдается 2-комн. квартира, 36,7 м²",2,6.0,36.7,11.0,18.0,8,14,2023.0,53000,включена (счётчики включены),56 000 ₽,нет,1 месяц,от года,
ЮЗАО,р-н Академический,170000,ЖК «Новые Черемушки»,"Сдается 3-комн. квартира, 105 м²",3,9.0,105.0,65.0,15.0,10,39,2020.0,170000,включена (счётчики включены),150 000 ₽,нет,1 месяц,от года,можно с детьми
ЮВАО,р-н Нижегородский,90000,ЖК «Перовское 2»,"Сдается 1-комн. квартира, 42 м²",1,13.0,42.0,14.6,18.3,25,33,2022.0,90000,включена (без счётчиков),90 000 ₽,нет,1 месяц,от года,
ЮАО,р-н Бирюлево Восточное,40000,,"Сдается 1-комн. квартира, 30 м²",1,,30.0,14.0,7.0,4,12,,40000,включена (без счётчиков),40 000 ₽,нет,1 месяц,от года,
ЮЗАО,р-н Черемушки,110000,,"Сдается 3-комн. квартира, 74 м²",3,6.0,74.0,45.0,10.0,13,17,1995.0,110000,включена (без счётчиков),115 000 ₽,нет,1 месяц,от года,
НАО (Новомосковский),Щербинка,37000,ЖК «Прима-Парк»,"Сдается 1-комн. квартира, 30 м²",1,4.0,30.0,18.0,6.0,19,22,2016.0,37000,включена (без счётчиков),37 000 ₽,нет,1 месяц,от года,можно с животными
ЗАО,р-н Внуково,80000,,"Сдается 3-комн. квартира, 65 м²",3,9.0,65.0,50.0,7.0,10,12,1979.0,80000,включена (без счётчиков),20 000 ₽,нет,1 месяц,от года,можно с детьми
СВАО,р-н Марьина роща,70000,ЖК «Шереметьевский»,"Сдается студия, 27,2 м²",студия,16.0,27.2,12.4,6.5,3,14,2021.0,70000,включена (счётчики включены),75 000 ₽,нет,1 месяц,от года,
САО,р-н Западное Дегунино,70000,ЖК «Бусиновский парк»,"Сдается 2-комн. квартира, 35,5 м²",2,7.0,35.5,,6.0,4,33,,70000,включена (счётчики включены),70 000 ₽,нет,1 месяц,от года,
НАО (Новомосковский),Коммунарка поселок,75000,ЖК «Новая Звезда»,"Сдается 2-комн. квартира, 45 м²",2,12.0,45.0,18.0,7.0,10,24,2018.0,75000,включена (без счётчиков),75 000 ₽,нет,1 месяц,от года,
ВАО,р-н Соколиная гора,130000,ЖК «Золотая звезда»,"Сдается 2-комн. квартира, 62 м²",2,8.0,62.0,,12.0,28,32,2017.0,130000,включена (счётчики включены),135 000 ₽,нет,1 месяц,от года,можно с детьми и животными
ЦАО,р-н Красносельский,105000,,"Сдается 3-комн. квартира, 69,8 м²",3,5.0,69.8,47.0,12.0,7,8,1927.0,105000,включена (счётчики включены),105 000 ₽,нет,1 месяц,от года,можно с детьми
