district,area,price,rooms,metro_time,info_total_area,rent_jkh,rent_prepayment,rent_term,rent_living_conditions,floor_ratio,last_floor,year_built_interval
ЮАО,р-н Зябликово,58000,1,11.0,39.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.8571428571428571,0,1970-1990
ЮАО,р-н Чертаново Южное,58000,студия,8.0,34.1,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.52,0,1991-2025
СЗАО,р-н Южное Тушино,57000,2,4.0,43.9,включена (без счётчиков),1 месяц,от года,можно с детьми,0.7777777777777778,0,не попал
СЗАО,р-н Митино,57000,1,8.0,40.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.88,0,1991-2025
ЗАО,р-н Ново-Переделкино,57000,1,3.0,40.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.17647058823529413,0,1970-1990
САО,р-н Савеловский,57000,1,12.0,32.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.6666666666666666,0,1945-1970
ВАО,р-н Соколиная гора,57000,1,12.0,42.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.6,0,1945-1970
ЮВАО,р-н Марьино,57000,студия,5.0,28.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.56,0,1991-2025
ВАО,р-н Гольяново,58000,2,4.0,35.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.3333333333333333,0,1970-1990
ВАО,р-н Гольяново,59000,студия,4.0,25.3,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.15151515151515152,0,1991-2025
ЮВАО,р-н Люблино,59000,1,12.0,40.0,включена (без счётчиков),1 месяц,несколько месяцев,"ни с детьми, ни с животными",0.64,0,1991-2025
ВАО,р-н Богородское,59000,1,5.0,31.7,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.7777777777777778,0,1945-1970
ВАО,р-н Преображенское,59000,1,11.0,40.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.9166666666666666,0,не попал
ЗАО,р-н Тропарево-Никулино,60000,1,4.0,40.0,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.5,0,1991-2025
СВАО,р-н Марфино,60000,студия,7.0,18.3,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.6,0,1991-2025
ЮВАО,р-н Нижегородский,60000,студия,13.0,25.6,включена (без счётчиков),1 месяц,от года,"ни с детьми, ни с животными",0.7575757575757576,0,1991-2025
ВАО,р-н Сокольники,60000,студия,14.0,18.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.8,0,не попал
ЗАО,р-н Кунцево,60000,1,4.0,20.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.9545454545454546,0,не попал
СЗАО,р-н Покровское-Стрешнево,60000,1,5.0,24.0,включена (без счётчиков),2 месяца,от года,можно с детьми,0.125,0,не попал
ЮАО,р-н Нагорный,60000,1,4.0,36.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.16666666666666666,0,1945-1970
САО,р-н Западное Дегунино,60000,студия,7.0,23.2,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.6060606060606061,0,1991-2025
НАО (Новомосковский),Сосенское поселение,60000,1,4.0,25.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.6,0,1991-2025
ЮВАО,р-н Марьино,60000,2,18.0,54.0,включена (счётчики включены),1 месяц,от года,можно с детьми,0.4090909090909091,0,1970-1990
ЗАО,р-н Солнцево,60000,1,5.0,39.0,включена (без счётчиков),1 месяц,несколько месяцев,можно с детьми,0.11764705882352941,0,не попал
ЮВАО,р-н Некрасовка,60000,1,4.0,40.0,включена (без счётчиков),1 месяц,от года,можно с детьми,0.88,0,1991-2025
НАО (Новомосковский),ул. Гренадерская,59500,1,12.0,45.2,включена (без счётчиков),1 месяц,несколько месяцев,можно с детьми,0.3333333333333333,0,1991-2025
СВАО,р-н Ростокино,59999,студия,2.0,28.0,включена (счётчики включены),1 месяц,от года,можно с животными,0.72,0,не попал
САО,р-н Западное Дегунино,59000,студия,8.0,30.0,включена (счётчики включены),1 месяц,от года,"ни с детьми, ни с животными",0.6086956521739131,0,1991-2025
